	Kategorie	Nummer	Bezeichnung Kategorie	Anmerkungen	Zuordnung unsicher		mehrdeutig		diskutieren!		Kontext (SteA-Text)
isa server	(4D) Server	(4D)	Server								NA
linux-server	(4D) Server	(4D)	Server								Ebenfalls sind Ihnen REST - Apache CXF, PHP5, Linux-Server sowie Usability Engineering vertraut und neue Bereiche wie ObjectiveC, Ruby, GWT erschließen Sie sich eigenständig;
microsoft exchang server	(4D) Server	(4D)	Server								NA
microsoft server produkt	(4D) Server	(4D)	Server								NA
microsoft<U+00AE>	(4D) Server	(4D)	Server								NA
microsoft<U+00AE> project server	(4D) Server	(4D)	Server								NA
ms server	(4D) Server	(4D)	Server								NA
nas	(4D) Server	(4D)	Server								NA
nginx	(4D) Server	(4D)	Server								Webserver (nginx, Apache)
powermta	(4D) Server	(4D)	Server								Mailserver (Postfix, PowerMTA, Dovecot)
produktserver	(4D) Server	(4D)	Server								NA
server	(4D) Server	(4D)	Server								NA
server/client	(4D) Server	(4D)	Server								als Hardware-Spezialist besitzen Sie umfassende Kenntnisse im Bereich Server/Client in technischen Anwendungen
server/pc	(4D) Server	(4D)	Server								NA
server-betriebssystem	(4D) Server	(4D)	Server								NA
serverdienst	(4D) Server	(4D)	Server								NA
serverhardware	(4D) Server	(4D)	Server								Wartung und Ausbau der Serverhardware und -software in teilweise virtualisierten Umgebungen
serverlandschaft	(4D) Server	(4D)	Server								Administration von Unternehmensnetzwerken, Serverlandschaften und Datenbanken
serversystem	(4D) Server	(4D)	Server								Administration von Serversystemen und Netzwerken    Sie verfügen über Kenntnisse im Bereich Serversysteme (Microsoft, Linux), Email-Server, Webserver, Apple, Netzwerke (Lan, Wan, W-Lan).
terminalserver	(4D) Server	(4D)	Server								Sie verfügen über sehr gutes Netzwerk Knowhow in den Bereichen TCP/IP, Protokolle, Routing, DMZ, VPN, Terminalserver, Radius und VoIP  Sicherstellung aller Infrastrukturanbindungen (LAN, SAN, Storage und Terminalserver) sowie Beauftragung der erforderlichen Patchungen  Sicherstellung aller Infrastrukturanbindungen (LAN, SAN, Storage und Terminalserver) sowie Beauftragung der erforderlichen Patchungen
webserver	(4D) Server	(4D)	Server								NA
webservices	(4D) Server	(4D)	Server								NA
xenapp	(4D) Server	(4D)	Server	Servervirtualisierung							NA
xendesktop	(4D) Server	(4D)	Server	Servervirtualisierung							NA
archivserver	(4D) Server	(4D)	Server								Arbeiten mit Servern und Archivservern.  Arbeiten mit Servern und Archivservern.
client/server-systemen	(4D) Server	(4D)	Server								In der Fachrichtung Systemintegration arbeite ich mit Netzwerken und Client/Server-Systemen, in der Fachrichtung Anwendungsentwicklung begleite ich den gesamten Prozess der Softwareentwicklung.  In der Fachrichtung Systemintegration arbeite ich mit Netzwerken und Client/Server-Systemen, in der Fachrichtung Anwendungsentwicklung begleite ich den gesamten Prozess der Softwareentwicklung.
exchange-server	(4D) Server	(4D)	Server								MS-Server (Terminalserver, SQL-Server, Exchange-Server, usw. ) von Vorteil
isa-server	(4D) Server	(4D)	Server								Sie besitzen Erfahrung in der Administration von Exchange und ISA-Server
microsoft-server-produkt	(4D) Server	(4D)	Server								Sicherer Umgang im Management von Linux/Debian / Solaris-, Microsoft-Betriebssystemen und Microsoft-Server-Produkten
server-anlage	(4D) Server	(4D)	Server								Betreuung und Verwaltung von Hardware und Server-Anlagen Programmierung individualisierter Unternehmenssoftware Einblicke in alle Unternehmensbereiche ein angenehmes Arbeitsklima einen eigenen Arbeitsplatz persönliche und fachspezifische Betreuung durch unsere kompetenten Mitarbeiter eine leistungsgerechte Bezahlung die Perspektive einer Übernahme nach dem Studium.
speedport	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								Konfiguration von Routern, Speedport und Switchen
brenner	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)	k.A. ob der CD/DVD Brenner gemeint ist oder z.B. ein Tonbrenner							Wenn sie Warmluftheizungen installieren, bauen sie Rohrleitungen, Ölpumpen und Brenner, Luftleitungen und Gitter sowie Regel-, Steuer- und Sicherheitsbauteile ein.    Wartung und Reparatur von Brennern und Heizungsanlagen
cd-roms	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								Bücher, Hörbücher, Filme, CD-ROMS, Internet und Datenbanken
dual-tft-monitore	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								Arbeitswerkzeuge ¿ Dual-TFT-Monitore, Quad-Core-Prozessoren und Visual Studio 2008 sind Standard.
dumper	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								NA
iptv-gerät	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								· Erarbeiten technischer Spezifikationen für IPTV-Geräte und Applikationen in enger Abstimmung mit dem Produktbereich und/oder externen Lieferanten für z. B. Headend- u. Netzwerk-Komponenten, hybride Set-Top-Boxen, Timeshift und VoDApplikationen
keyboard	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								NA
monitor	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)	in kategorie aufnehmen?							NA
monitore	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								Sie sind zuständig für den Hardware Support in unseren Filialen, zum Beispiel Thin Client, Monitore oder Drucker.
peripheriegerät	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								Produktionsüberwachung, Korrekturen, Fehlerbehebung, Maschinenkenntnisse: Demag, Engel, Arburg, Kraus- Maffai oder ähnliches von Vorteil, idealerweise erste Erfahrung im Umgang mit Peripheriegeräten, Programmieren, Anfahren, selbstständiges Rüsten, Kenntnisse im Bereich "2K", Bereitschaft zum Dreischichtbetrieb und gelegentliche Einsätze am Wochenende, Kenntnisse im Bereich Personalführung von Vorteil
plotter	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								Bedienen technischer Geräte (Plotter, Textilpresse)
scanner	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								NA
bildschirm	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								PC Montagekenntnisse, körperlich imstande die PC¿s und Bildschirme zu tragen und anzuschließen.
bürokopierer	(6C) Drucker, Kopierer	(6C)	Drucker, Kopierer								Schwerpunkt Bürokopierer und Drucker der Marke Canon und Kyocera.
cd-rom	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								Damit die Medien der Bibliothek wie Bücher, Videos, DVDs, CDs, CD-Roms, Hörbücher oder Zeitschriften für alle Benutzer übersichtlich angeordnet und zu finden sind, müssen diese zum Beispiel katalogisiert werden.
haedset	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								Waren mittels Haedset, Display und Schnellläufer packen.
laserscanner	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								Unsere Sensoren, Laserscanner und Bildverarbeitungs-Kameras überwachen die Qualität von pharmazeutischen Produkten im In- und Ausland.
mouse	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								Dann fahren Sie Ihren Rechner schon einmal hoch - denn die Informatikkaufleute in unserem Unternehmen müssen fit im Umgang mit Mouse und Monitor sein!
netzwerkdrucker	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								¿Installation und Netzeinbindung von Peripheriegeräten und Netzwerkdruckern  Netzwerk-, Server- und WTS-Konzepte, ERP-Software, Konfiguration und Installation von PC's und Netzwerkdruckern, Pflege der Homepage, Mitarbeit bei Projekten z.B.
perpheriegerät	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								Ebenso die Wartung der Maschinen und Perpheriegeräten.
projektierungswerkzeug	(4E) Peripheriegeräte (Scanner, Plotter, Bildschirm)	(4E)	Peripheriegeräte (Scanner, Plotter, Bildschirm)								· Umgang mit gängigen Projektierungswerkzeugen und MS-Office Anwendungen
breitbandanlage	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Fernmeldeanlagenelektroniker/in, Elektroanlagenmonteur/in oder Elektroinstallateur/in im bundesweiten Einsatz für die Montage von Breitbandanlagen, Netzwerken und Schwachstromanlagen.
breitbandkabel-anlage	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Zu dem Berufsbild gehört auch das Installieren von terrestrischen Antennen, Sat-Empfangsanlagen und Breitbandkabel-Anlagen.
cisco-netzwerke	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								gute Kenntnisse in: Windows Server und Linux, Cisco-Netzwerke und Cisco-Telefonie
enterasys/cisco	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								NA
esb	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								NA
ethernet	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								NA
ethernet-system	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Kenntnisse im Umgang mit MS Office, automatisierten Systemen wie Siemens S7, Profibus und Ethernet-Systeme wünschenswert
extranet	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								NA
firewall	(5S) Security-Lösungen	(5S)	Security-Lösungen								NA
firewall-/vpn-/	(5S) Security-Lösungen	(5S)	Security-Lösungen								Benutzer- und Berechtigungsverwaltung im Bereich Active Directory und Kommunikationstechnik (Firewall-/VPN-/ Internetanbindung, Mail-Lösungen, Telefonie).    Benutzer- und Berechtigungsverwaltung im Bereich Active Directory und Kommunikationstechnik (Firewall-/VPN-/ Internetanbindung, Mail-Lösungen, Telefonie).    Benutzer- und Berechtigungsverwaltung im Bereich Active Directory und Kommunikationstechnik (Firewall-/VPN-/ Internetanbindung, Mail-Lösungen, Telefonie).    Benutzer- und Berechtigungsverwaltung im Bereich Active Directory und Kommunikationstechnik (Firewall-/VPN-/ Internetanbindung, Mail-Lösungen, Telefonie).
firewall-l<f6>sung	(5S) Security-Lösungen	(5S)	Security-Lösungen								NA
fortinet/cisco	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Netzwerkmanagement: Router, Firewall (Fortinet/Cisco) und VPN
it/netzwerke	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								NA
lan	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Kenntnisse im LAN und passiven Infrastruktur Bereich    Sie verfügen über Kenntnisse im Bereich Serversysteme (Microsoft, Linux), Email-Server, Webserver, Apple, Netzwerke (Lan, Wan, W-Lan).    Sie unterstützen unser Team bei der selbstständigen Administration unseres Netzes (WAN, LAN, VPNs), das sich über mehrere vorwiegend im Ausland ansässige Standorte erstreckt.
lan/wan	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								NA
lan/wlan?	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								NA
modem	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Kenntnisse über Internetzugangstechnologien wie DSL, Modem und Router
netzwerk	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								NA
netzwerkanlage	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Wohnungsinstallation, Gewerbe und Industrie, Sprech- und Telefonanlagen, EDV- und Netzwerkanlagen, Bootsyacht- Elektronik, Alarm- und Brandmeldeanlagen sowie Brandschutztechnik nach DIN 4102.
netzwerkprotokoll	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								NA
netzwerktechnik	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								NA
netzwerktechnologie	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								NA
plc/ethernet	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Kenntnisse im Bereich PLC/Ethernet
profinet	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								· Erfahrung mit Bussystemen (Profibus, Profinet, AS-i und Ethernet TCP/IP)  Kenntnisse in Hochsprachenprogrammierung und Kommunikationstechnik (Profibus, Profinet, PCS 7, Netzwerktechnik)
router	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Ein weiterer interessanter Tätigkeitsschwerpunkt ist die Konfiguration und Administration von Switchen, Routern und Firewalls.    Parametrierung von Routern und Firewalls.    * Sie verfügen über fundierte Kenntnisse im Bereich Netzwerktechnik (Router, VPN, idealerweise CISCO).    Sie verfügen über sehr gute Kenntnisse im Windows Serverbereich, zudem können Sie grundlegende Kenntnisse im Netzwerkbereich (alle Layer der TCP/IP-Protokollfamilie auf Servern, Firewalls und Routern) nachweisen.
rsync	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Application Server Kenntnisse in Apache, Samba, rsync
san	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								NA
smb	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Monitoring diverser Serverdienste (DNS, DHCP, SMB, CRONJOBS, LDAP, etc.)
snmp	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Gute Kenntnisse in DNS, SNMP, TCP/IP und LDAP Protocols
soap	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								NA
soap-interfaces	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								JavaScript Kenntnisse, vorteilhaft sind außerdem Erfahrungen in WebServices, SOAP-Interfaces und AJAX
ssl	(4F) Netzwerktechnik	(4F)	Netzwerktechnik	Netzwerkprotokoll							nur ideal: Erfahrungen im Netzwerkbereich mit DSL, SSL, VPN und Remote Access Lösungen
switche	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Druckern, Servern und Netzwerkkomponenten wie Hubs, Switche und Firewalls
tcp	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Sehr gute Kenntnisse im TCP / IP-Protokoll und den darauf aufbauenden Diensten  Sehr gute Kenntnisse im TCP / IP-Protokoll und den darauf aufbauenden Diensten  Sehr gute Kenntnisse im TCP / IP-Protokoll und den darauf aufbauenden Diensten
tcp/ip	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								NA
vlan	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Netzwerktechnologie (WAN, LAN, VLAN, distributed Switches, 802.1X)
windows-netzwerk	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								NA
yaw	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Entwicklungsingenieur/in Yaw und Hydraulik (Windenergie)
acd-netzwerken	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Sie unterstützen bei Problemlösungen im Bereich EDV/ACD, bei Einrichtungen von EDV/ACD-Arbeitsplätzen, führen Arbeitsplatz-Umzüge durch, erstellen Dokumentationen (kunden-/systemspezifische Installationen), stellen die Funktionsbereitschaft von EDV- und ACD-Netzwerken sicher und helfen bei der Analyse und Behebung von Störungen im LAN, PC, Drucker, Server, ACD, etc.
cloud	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Weiterhin sind Kenntnisse in Webservice, Cloud Computing, SAS und dem Glasfish Applikation Server von Vorteil.
ethernet-netzwerk	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Mitarbeit zur Integration eines FlexRay- und Ethernet-Netzwerks mit folgenden Schwerpunkten:  Mitarbeit zur Integration eines FlexRay- und Ethernet-Netzwerks mit folgenden Schwerpunkten:  Mitarbeit zur Integration eines FlexRay- und Ethernet-Netzwerks mit folgenden Schwerpunkten:
ethernet-technologie	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								* Kenntnisse Netzwerk (Ethernet-Technologie, Verkabelung und Komponenten, z. B. Switches)
l2tp	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Erfahrung mit RAS, VPN (PPP, L2TP, Dialer, ¿)
nat/pat	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Gute Kenntnisse in TCP/IP und NAT/PAT  Gute Kenntnisse in TCP/IP und NAT/PAT
router/modem/wlan	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Fundierte Hardware Erfahrung in Server/Clientsystemen, Netzwerke (Router/Modem/WLan) . Mind.
router/switch	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Konfiguration von TCP/IP, FTP-Servern, Router/Switches, VPN und Firewall-Systemen
rtc-web	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								In Zukunft werden wir weitere spannende Themen anpacken, wie z.B. die Real-Time Integration für Internet Browser (Rtc-Web).
sdlc	(4F) Netzwerktechnik	(4F)	Netzwerktechnik								Erfahrung im Umfeld von Business Warehouse Lösungen (SAP und Oracle) sowie ITIL und SDLC wünschenswert
